Time	Current
 0.00000	6.5302e-10
 0.00054	6.5323e-10
 0.00108	6.5344e-10
 0.00162	6.5364e-10
 0.00216	6.5385e-10
 0.00270	6.5406e-10
 0.00324	6.5427e-10
 0.00378	6.5448e-10
 0.00432	6.5468e-10
 0.00486	6.5489e-10
 0.00540	6.5510e-10
 0.00594	6.5531e-10
 0.00648	6.5552e-10
 0.00702	6.5572e-10
 0.00756	6.5593e-10
 0.00810	6.5614e-10
 0.00864	6.5635e-10
 0.00918	6.5656e-10
 0.00972	6.5676e-10
 0.01026	6.5697e-10
 0.01080	6.5718e-10
 0.01134	6.5739e-10
 0.01188	6.5760e-10
 0.01242	6.5780e-10
 0.01296	6.5801e-10
 0.01350	6.5822e-10
 0.01404	6.5843e-10
 0.01458	6.5864e-10
 0.01512	6.5885e-10
 0.01566	6.5905e-10
 0.01620	6.5926e-10
 0.01674	6.5947e-10
 0.01728	6.5968e-10
 0.01782	6.5989e-10
 0.01836	6.6009e-10
 0.01890	6.6030e-10
 0.01944	6.6051e-10
 0.01998	6.6072e-10
 0.02052	6.6093e-10
 0.02106	6.6113e-10
 0.02160	6.6134e-10
 0.02214	6.6155e-10
 0.02268	6.6176e-10
 0.02322	6.6197e-10
 0.02376	6.6217e-10
 0.02430	6.6238e-10
 0.02484	6.6259e-10
 0.02538	6.6280e-10
 0.02592	6.6301e-10
 0.02646	6.6321e-10
 0.02700	6.6342e-10
 0.02754	6.6363e-10
 0.02808	6.6384e-10
 0.02862	6.6405e-10
 0.02916	6.6425e-10
 0.02970	6.6446e-10
 0.03024	6.6467e-10
 0.03078	6.6488e-10
 0.03132	6.6509e-10
 0.03186	6.6530e-10
 0.03240	6.6550e-10
 0.03294	6.6571e-10
 0.03348	6.6592e-10
 0.03402	6.6613e-10
 0.03456	6.6634e-10
 0.03510	6.6654e-10
 0.03564	6.6675e-10
 0.03618	6.6696e-10
 0.03672	6.6717e-10
 0.03726	6.6738e-10
 0.03780	6.6758e-10
 0.03834	6.6779e-10
 0.03888	6.6800e-10
